Token,Frequency
4810be2493f0c8db111e2d8b79f42d20,1
7f4be94e6ee78989ca9288b54dbecac2,1
8b16f23335941346e5cbdec560466692,1
5e61446be13d91eaf26ca505046bf9e4,1
27caefd544c1f3a3cfdf5a50b2ba7618,1
917a654baf52d0021dbf7c8ed7be48da,1
"718e6d1d615c6874ce193af15f1cc00a.exe.dll,DllMain",1
82d9efb63a47ebe374744aef0a6397ec,1
5d67f2675a49e30dec3248bc03ff789f,1
0bf7db599e8470bff6e2311e5d9f7c39,1
44e340f0f3022608e5e438b3e2a22b5f,1
3400af39614b453ab067d20087a02703,1
910334a72eaffa5172b09cfdacaa181c,1
7d9c3e8063730c8f13c7c32e6deb66cb,1
"1cfa81fe50e79ca4504bd0352e023a88.exe.dll,DllMain",1
-start,1
752948844cacdb1bbfbe609de4dd721d,1
27853aa417db0584fb74576df4d20675,1
"27670dcdd872d67ca3f4288f791adb24.exe.dll,DllMain",1
9eddfdf0386c82836803b073c0c89197,1
3a7024ccb2c1a3c2eb45ddd1066ea2a7,1
8332b9f0cfdaee555d46899eac5c57cf,1
"2b01d84260009226be644a9e2336269a.exe.dll,DllMain",1
7be3217d14c6fc84c8669b33f8ff4224,1
1d1b960300855d9a386551749b6f8f68,1
85c41002487c92bad2ba1b38a21bc008,1
07354d24d4ddc7f55057ebcffda4fc4e,1
52d59925fd3c87028e5ebbcac8d509d9,1
89534f9c5cd90a21b604fec3bd87df31,1
68d1f53247c73b985ae2feceaddf009a,1
254ea708c2d542ec8f731a19d125c920,1
27416a272f63ee489b2fd228c60e67d0,1
141055ac3da8bd57a847aad5b380520d,1
726c21406309e40230b7b9ff3ccb90e5,1
doc-file,1
502c2c0d13f5376d10b29979ce10b4bc,1
707d6dbad16ce9c59c1b6fe9271ec591,1
72830a0e98426dcffc102eca675b8b12,1
c difficspec,1
2luJX1,1
"8f9f5fb8468fdada9b0e76fd7509ead9.exe.dll,DllMain",1
3af2e586e443f1a1ec6998f942468362,1
36624924991a2064c28dc3cead7d0c44,1
15c0fc77eac62738f63400d194f0a6bb,1
7374264254Srv,1
"3e0bd5ba41dd5524c90d321cc444363d.exe.dll,DllMain",1
73a2a24d128cfd332ed57e0eba999b6e,1
4539122e88aa27af580b65eb930c2741,1
"1e20d3d7ebe5600bbbcf2d15eeaf140d.exe.dll,DllMain",1
1d40bd1523fa53d0bf4be425fbf14426,1
17ee0be250e3bb3f45c97f9e10492a8b,1
09a97ea0d68b4567c6485efafb34a452,1
active:no,1
1B-ORIGIN_4,1
0f7401e47ff8475cefcb3f60260a7f01,1
0eefe2cf732a3885cf2efb23a12c1304,1
6ef037a22f61ff2e8dc583776b49ebdd,1
857b09da41ee6d96d4fa0139a9789f3b,1
196c66a26363f535b7b32529889df2cf,1
6e992bd965269d2c42d0022c48d144cd,1
0cf4f67360d748f98cbc5a8e62d059ea,1
0f02e881cb2ba7b4a389d22a090d2485,1
"a7cb313e7234b577f2358d5ac0d9ef8f.exe.dll,DllMain",1
894f91f47a10d979d74e223cae9d5eea,1
0654d9a1a62f3388a3870aad4a7083c5,1
80dc04c80c621497c7aa69830835dc23,1
28bffc4c400a43e8e4340c6446340915,1
6fbd6cd6cad3e2661db62883fd1c8eee,1
94f494998f54b47d93ab692797672f26,1
ST 03:60,1
{EB7F0D21-874A-4704-8E2A-490A722827BB},1
65a3220bf380ed54f12dde1a4efe7459,1
55cb8c9c8f54710ebaa3f3a1d6722f2f,1
25e2011c4341738bbad0672d22bedcf2,1
7db86fd7723c38662ccc5169e17f8d00,1
7d255283888c5555112bbe968909b30a,1
856482ec21494b7b980a34457967b8d9,1
751fc66dd1893173c1b07298438dce86,1
7f54d5f822a3c2ab2c062331e3e9af35,1
62730ddf8869b5f6a6afd4796dbb5974,1
pid 2684,1
pid 1712,1
74dcd0f56d12b1600af6c3acdb62e446,1
775fa49cbefe6089254e3464e9ce9874,1
9ff3197e3090dfba4bc122d8c5b8e791,1
632d825189c4db263f29b7bc38bd9064,1
5e8e3776d751c24f6aa385082887c32b,1
1a52e2d7911d87592e12a76c1b0785db,1
2811bd9cf8f7a0221bc8315cecdf882f,1
7a71267cbad062a33343f80fcc004efe,1
0962fd43d576c0d362c4b2d62e1700e7,1
79eee3807bfe0eee19291897f121a3a1,1
3ee889dec56cc27e85953468da780602,1
0f93855ed5048f5ef54c0c7db7b05a17,1
347962a5814e0c315f130d4da88662e8,1
9460c396655b1cdf1fe82ad31c61fac4,1
776478bd78971ef0533e21ae8646847b,1
2d98f69d52f513a3cebce57c00aff399,1
2c887088a8407fa74e25e2ef99b6b699,1
0b3068684bc329c0d493c9d73c7da33e,1
2aa7ccc4d3918a68a69dcc27d00e69f8,1
"20695d9d49e69e311f51c537b6bede70.26223.dll,DllMain",1
1eb378a185693aea7141137dba011826,1
7e33ba29f68f563102f17e8e6c39b596,1
3019a2e3ffbd4bbf6e72ad9e966ec86a,1
40e419f27086682a561047ec857296ff,1
830cbede89bb702b1da2ce0528b25055,1
25de76730fb2a9459c33227f5c68cd15,1
61ecc6ba241a277ba5adb7e4a4bafcd0,1
4e489e80fc2caf1de35e251ae672bec4,1
1a4b847a3f0ebb741ae6c81a192dc100,1
9166da8bed42b1ad2ba1381f3dcce8a9,1
5bd3eee000a52267b6365aad374c765a,1
78a99263859cd7d563a8277befd204ee,1
41SiPxQwHDIEJ8nMwDP,1
0aa8170c70ebca22e4cfeeb0c13b8905,1
5e333cf097da18c4a0946300759a9a5a,1
6aa378e418b4d43ba6de373010985f2f,1
1a9f5b188b06d1930f69f1c9085a389c,1
18a54a2cc13a4f9bfe044796da7af19b,1
7e120d5a4f1ceed2ce8e43f10fa1a38b,1
7a2661e5c073932a7a71c0be810b1569,1
6c74c8c1727153d546540632c2dafd93,1
86s0IKCVmR4uRX,1
2919e8be93fc276b2072481632a1b4c9,1
469ee241d44b2ab4c663cca316e53534,1
312076c23d0bc7e315bba8511b1526d9,1
4e2c7da65ac5a4b121fb42f2da819004,1
6b29afd907f2e084e34b6144c60648b8,1
Still:bin -r,1
3403ced4093d92579ccf2873b9fd5427,1
2b176c4bb94c8d66d6101a3bc6dcb3ff.exe 2b176c4bb94c8d66d6101a3bc6dcb3ff.exe ENABLE,1
6c0a5d992bd450b7020244547d158249,1
KRNL (WORKING),1
96dcf6b92b1b773c65e275e2c37517d9,1
"8c7679082e57acbfc44ef2d32cd80ff0.exe.dll,DllMain",1
60f68077cf77a9f9f98c59ee0044b848,1
0e699571d6f6c84f10a636a4e096b221,1
3f25d3e884d471ead3566d8a8a8cb7f8,1
600e1bff49fa1c86c9d138f908e1af4f,1
"0d67d12a6a8c7be33a959b6573674dff.exe.dll,DllMain",1
2d2230114ede517af95c9c2e71b9a375,1
62b5eca6bba75947357762248a2bc18b,1
2c6dba6539f8899e42adc1ba5bd6e06e,1
winscript task,1
"7ae52b78d74e369a839ed57525524d64.exe.dll,DllMain",1
09b6d039e334d4a485e308fab9e79674.exe 09b6d039e334d4a485e308fab9e79674.exe ENABLE,1
510eda55feac96102648e4fba5331cbd,1
2a7c8199498ed172c2cdbf91b7ab7bf7,1
F2C8B7~1,1
set {current} bootems off,1
906c012c4c805b6f2c6b043cead2db4c,1
1b4999a8b316fd61cd8ba760022de11a,1
97708799c6514ca3a9f70519204702be,1
"04bba12a64ba0178ffaad68c8a9605b5.18076.dll,DllMain",1
4fb606847f0fec94357e9169107fa579,1
5ec0fa3e5bbaec7ab81a2716b4ae45f7,1
26ff296af9f3ec70dcdd13f00977d2c7,1
MARCH STUB,1
6d55a4362ae990458dbb2f24ec3d074d,1
1fcc6c3a0ca7534477bb1d59c7a88be9,1
8dc58fadfce30bfb4ba46a20b1eb877d,1
078a5141bce72406d8790352caa28831,1
8496d4e4e20b9a588afe0474e66b5e3d,1
4350eee27c95594ffebf6e2245667aa3,1
79e312b5dfac9b4488be7a32b03d81a8,1
timeout.exe 3 & del 92735b605880fe8e27f1fa1f2d4ea2ae.exe,1
92735b605880fe8e27f1fa1f2d4ea2ae,1
700b215e7f3c2a7c89d3380156cce12e,1
2d957765e4dcd9672691218afdf8ccde,1
85ef5d127dee6c58e5f0200696035e8c,1
0e7b888c5c20062bbe4262bd4e4391d4,1
Microsoft.VisualBasic.Devices.Network::DownloadFile,1
Microsoft.Win32.Registry::SetValue,1
20a66bc5915e5cd3e6e00b70ee5a87a0,1
7c39ca6303e9446cfe50fe1f5a8fc8f2,1
069ada7646607f517c25f0e139ee7686,1
3abef3b2a56ad4ede2ddcb620607b5fd,1
63d94c2cfe02f935de59738beb44bb2a,1
7427db287ef2602cc61c6f8455ec5f1c,1
9913eaf190c4e70ca4c03e24a65c94e5,1
64386e92b5f0073bb851a68333cf96f7,1
19aa61d9d0bfc8ee6dbb1544acca58ac,1
3c4e761f0e3ae851e6dfbf2a830706c1,1
81150ebbeeac5309e9b2f317a031b227,1
7b82d77759d8057943f4c882a584e4a9,1
65868a61353d8146740f24f3841b16ee,1
790951b7a501f26833f3630b4f1b9f83,1
set {default} bootstatuspolicy IgnoreAllFailures,1
D C:,1
c wbadmin,1
8d131e947e2a20bef6f87a0a1832dd47,1
96ddb60e1f3dd8182e303304eaf5ddae,1
"10fb8c97ed90cc391f5048b39d792c9c.exe.dll,DllMain",1
98062e3ea169f87ce3b0dd3aa579a7bd,1
6648ec3a07ad203f63d987647d8e71bb,1
03119444caae8a98a8e58c7a5bdb7cd0,1
69fa50020077441a6ebc5b55e9a418dc,1
2ddbe5aae0f0841bbd726e8063182de5,1
1a472799e3eeca5764b987fc9bba2e97,1
"c313cef2e97798fefb71b14e294c497f.32518.dll,DllMain",1
5f8d191bda2f86a9dab04acaaa97e398,1
"3366b2bce96d4015637e0ab956d10ae5.exe.dll,DllMain",1
8fff6fbb05463071c37bba453a0921b1,1
92709c7ece01f47a6bf0bb33b953d42a,1
118fd084e2123893de230ee8d9bf4b86,1
771d226e72e133f9ec4f2ebbcbd73260,1
4fe6bc9c11f526ea16b68194f3bb0fad,1
08137ab30be5fed5519fdfbbb9933ab3,1
9d918c276d207ac06dadbcc19f468645,1
4ceb091fd3f0f6b9a38f7368b42a1764,1
4cec1c8d92dede3f2209f22941b85323,1
4c8401a9ccd90529ec17a087d1120b84,1
6c9fc367f2544d009a6419f100c04561,1
timeout.exe 3 & del b5f9e89cabf5f7549fa67eb5fea6b388.dat-decoded,1
02f0238e1389ee83c6982e35d27a2ade,1
"ddb134d9eb3c31ad77a476d2aaaef158.exe.dll,DllMain",1
9e3febb376a95a20a7694e75ae71c446,1
303ea11fd40981c0690626247556ae3a,1
"8bfa35e6458dc82f5757543629bf37cf.exe.dll,DllMain",1
5d2673f96a7e64ab27e3a6c1a87fbb24,1
Disable Window Defender,1
644814d2b5320166821452e5de95adc3.exe 644814d2b5320166821452e5de95adc3.exe ENABLE,1
8c796a916d58007b5133bb1f5e0641e5,1
21d739cb5fa531226347afc8f7e1f46b,1
6f292f2cd2fb66e06e13998c923c9002,1
#386,1
#326,1
#321,1
4426892198a32b023d552488e778bcb7,1
60d41dd1cb1ef5031e5602af81f56e06,1
ebdd61e801c2723cfa5c0b9dd4a9250e.exe ebdd61e801c2723cfa5c0b9dd4a9250e.exe ENABLE,1
"19f8447a9a0fd77f2d31d34fa01ee5a2.exe.dll,DllMain",1
88ead631394e8e5eb9f208f08baf9596,1
"cf411e9c8eb5851ae78d7df995703918.exe.dll,DllMain",1
"29b7aab8acaa11c780aad0a5664fa47c.exe.dll,DllMain",1
33abbd9f2700db7219587d349550b028,1
1fca18a800e74f7b8ee404dfd1cef528,1
5b54291d48bd2ab5d284846923713e00,1
8987de1c989d0d9c9277e86eb363dc71,1
83ff92217144a66c218ed2dba940ddc3,1
kernel32.dll.ReadFileScatter,1
kernel32.dll.WriteFileGather,1
M1778-DDOS,1
0a3a0afa33117c4468dc618a2afa35f7,1
4e11d93bcc10585be32f6c3ca8d0192d,1
76bfcf0af71edb6b9f47d54a9886366c,1
4d5dc506b0f832e543ad493a3cfd485d,1
02ce110d3bc797cf5ca24e9b1dee2996.exe.dll,1
414bd68021455de2061921b92c7638a2,1
541365810ee87bb11e7b0ede1788fc5e,1
2e359718900297d93eb3fb75c34ed747,1
81e02e6f,1
0920fed339bed066926cdc55a6584bbe,1
1860d302960f254ba96f84a60f520580,1
System.IO.Pipes.AnonymousPipeClientStream::ctor,1
System.IO.File::GetCreationTimeUtc,1
System.IO.Pipes.NamedPipeClientStream::ConnectAsync,1
System.IO.Pipes.NamedPipeClientStream::ctor,1
7449045680bc4fa397083565168970ba,1
06ec1c9489fe7c60f44717fe10131ebc,1
0aaec043d3aa57ec339185eccf34dcf4,1
380a9c1c4dfe4065053e9f66797fd709,1
825e16293e5fd0ac0f0ce82bf10171c0,1
7677614ebf803f07f269563cd7940e0e,1
74d27534e21bca3ce9e824da03779b2a,1
"1520d0abdb8bc0ccb6fe09251d2c8fca.exe.dll,DllMain",1
"65fd9af43d9a2b50126bb4f1bf758625.exe.dll,DllMain",1
#701,1
#703,1
#702,1
#115,1
#111,1
#791,1
2784b94f10f0f6e7bc4b2e695b196a7d,1
"c553b961206480d4c15d76d9ace99546.exe.dll,DllMain",1
7fe66669051dce658c48d03706727c93,1
4a46100bf1d69da4bed62aecfde7f39c,1
419dc065e65cf187683727240f4589cd,1
"5c8526105d6bc70cbd0a7181caaf0b18.exe.dll,DllMain",1
416e0a495bd561f5be2e0c7792c5f211,1
922428f0a263bdd559aebe0684d6ff42,1
0d38305a6664842452da2970e7adabdc,1
0c83576113e6b86e6b103089b5925ab6,1
44205bec8d20048e326856ead8908f80,1
56a9dd8da3a1c6f64f5fdaf167916290,1
1bf1b804cb7955c96b84f8db333f0a9a,1
4fd45e29209613c0d59a9565d45ec64c,1
4f43d8daaa2cab17f710de407ba0445f,1
9c7a2f027c8b667e3a04bc6344057a9e,1
9ea4a4b9f08c94817fc4e6995d858c13,1
06eff92c4de42a231ee0648202bc7f3d,1
"3e7caa4c43a131aa349365a88c3d9995.exe.dll,DllMain",1
"cd97ba9591237d02f67c9d9bfd051f17.exe.dll,DllMain",1
5eda8c4dd989b542987e56320130e136,1
HOW TO DECRYPT FILES,1
68bef0c45567e006c6ec76b263829459,1
637efa251bf6e8db9ed40de3ac3df700,1
43b7e4c7cc5bf3adc16e7c357a99d1b8,1
12f1d41a34a46c694d5c99ac25457dd3,1
98f7dd5aae75cd8ec7a977d7ef62f458,1
31f7273cf1ce8289cb020009cd6c976f,1
4e14e186d0f63f95c691b8bca639f566,1
7b7f093c489b5cc6d2dfccebdf624ed1,1
268f3145877a4e0ef5fac9b2866bad57,1
89524c3ef22981824b0116cfbc4c49cd,1
489cc4fb00a189a54762ee74f74480a3,1
16870cc2fc3d761bab709b7572a82e4b,1
10d349918a2ace1849fd06639b3fa272,1
5ba8d1e51a9437d8d7bf6ec3d26178eb,1
7cf5244e3f0aabeb34651116c25f0159,1
19a1592d55525ca3ff566fac1c231d63,1
812df055c70b2238e6b2e6d25337d57c,1
87ffd109178d35caf115d4268da81286,1
013899ebfebe05e297eaf427701425fb,1
"f4c2081aaf6dda9c0a2c285b530d3624.exe.dll,DllMain",1
9b1c13b579c38332e697ad5f21013f91,1
14a20ed4ab744dfaf4c46dc08c82e645,1
"8dab30ff2dacac721f517e660cf3895f.exe.dll,DllMain",1
9b0dbf5c18138afd111779e2e30c58c1,1
{BFE28D69-3290-4523-83C3-1C6159DD07E0},1
{F1CA9~1,1
{0CF6F~1,1
{7F34CCEA-6187-48eb-9EFE-CC7F245422FB},1
{378E2~1,1
{2985B702-2F8A-4c94-A70F-04B4E46303B5},1
{F1CA9DD2-3024-4f03-A939-059070B29403},1
{0CF6FB34-C054-4916-B8E7-EF942EB84441},1
{7F34C~1,1
{86EF48BE-B50E-45e0-8EC9-67D1C4D7BDE6},1
{E206A669-0D0C-4670-84E7-5B2ACC0B3D90},1
{86EF4~1,1
{BFE28~1,1
{E206A~1,1
6D76C4~1,1
62eb731c25b3f948c03ca855268c4b2c,1
16927a17f6bdff15ee9dc8d896604bcd,1
175b99e5a0924f90fc7fc8fe1e8f64a6,1
im ffd453dff9d0205cb925b87fb13a1993,1
45c4a4f6bb48f9f17a2d0cfcc891877f,1
7f1f33cfa8676540b51e9d098e7fa22a,1
4df0c8fe1eb0523dd037074a5c9eadab,1
8361dbb5193852c21b3ae5773835a661,1
Arbiters:bin -r,1
51921fb43fcb87ae189b88468be3001f,1
59a6d14a47aee80629fac48826c042e8,1
4e8c6b9e7900a3291df17434a0acb6f7,1
._cache_5be381f7752ae4bf419d041b253e2c0a.exe,1
588fe642632e8fa4736e08a29d14806d,1
21d534d56f07b47281570cd7653394fd,1
353b500d201f878c5b708d26ff1241ad,1
"541d207aa8d74ee145318917661d689a.exe.dll,DllMain",1
66d787e88be9521cea109b4d61626c64.exe 66d787e88be9521cea109b4d61626c64.exe ENABLE,1
1a773a2231ac93d31bc7dfc53ef61b04,1
93f0b79095e9c7f0399850ed5fdf5253,1
55c5c04067b65523985ed340c6d7b6e9,1
9bb7698b5ee20b3df1c9ff81f9f9ada6,1
631330dbea17491da5a8d2cb062937b6,1
8872f84939b14f60321acf9dbaf2e604,1
"65beb3fc666db116e58ea4bafd24f60d.exe.dll,DllMain",1
42cd2c30703dbfe36d1102e2a9dcdb8d,1
43e82c910d7f3313554a623da2270a78,1
"a7ba49da0177f5611d93f0a633166d98.exe.dll,DllMain",1
35d9869ae06779d58a5e6b69c85c60e5,1
"80a89e70daa6fc28c3434100b67c76be.exe.dll,DllMain",1
netcat.exe netcat.exe ENABLE,1
"5994768d5e4e2b1576c20c1e1eed4267.exe.dll,DllMain",1
317bfb2334ecc8e67465b89f9ad80ea7,1
8b4f1b0e28de9082d54bc0ebd7198c21,1
15390c252205645d74d2cab047b9d841,1
63e475bea71e9ce2997b3dbb829cda82,1
"c7edbbefb437deaf4ba9060b7fd860ee.exe.dll,DllMain",1
5f896ba520f19f93e87e1a3f2ecff3f6,1
arp  -a,1
c arp -a,1
1c613f4cf78e1ba8e5c583d0d1ec4ae7,1
2e5d23f38df99c24fdc1d2aba3e2afb4,1
90ceacc96b79b9e95913a8d9fdf0a12b,1
0377fd308515d96100666fe90c2f9cf8,1
23b9ef1ef5e03688d2dd38dac119673d,1
"dca278b536e16cb898619bed91bd1181.exe.dll,DllMain",1
96961f55d13e7de8b8cbc0339ddb08ea,1
372385258e158aa05925a3289e149d17,1
5ffc85b5a7ba0fa004ffb6ed39eb6096,1
Syst2.exe Syst2.exe ENABLE,1
48726e6088b63abedf56f920a6be238a,1
0073b0f612093678320242216c21bfd6,1
357cd4dbb93e56ad2d197581da35b3ea,1
37d1316d93165adfd7915558557e2b6f,1
0acd4bd2018076add82d0db5b0b5420f,1
537aebb6c6a6c52411901bd4702d0b8b,1
267258ed3d1bd1662b288f7952f74ed1,1
3bdbc50e44b9c895faaad16ad425d736,1
423d2f0425e16cb55b4bca78145f4f72,1
1be55abe1b1d460f8f9a26c985a2a4c7,1
4581a6f0ca8114013fd80fd81b56dcaa,1
175671f51ad930772b6944472589736a,1
19b2e7df3cb713dd3c6b635e0ed3a316,1
"d6445e25abd43b484aebb9381fa1d729.exe.dll,DllMain",1
2733af44d57e4e9f35da1b17e0d76efc,1
745a97656b74ea123b110b92c2dce549,1
51f4a512d10cbc279ef8467bc538de6e,1
4b08454a00461b1b88d74a0c7658c120,1
7355c8e7d6f393f91f97c6fb1bfcb4d4.exe 7355c8e7d6f393f91f97c6fb1bfcb4d4.exe ENABLE,1
49e26adab43acce410f7679259f0bb96,1
3f39167437b7d6ecddcc0eb6d4dfced4,1
6d28069684b66af5ac7053b5955613ff,1
5a3081580faa157bc4ae7045b3fda945,1
9019f4520ff42d2c3fb49a0ec2309ab4,1
95d0c464a1d4dad9e4b5b9b2c1fc0dfc,1
995edcc04fd5ee79f4d1a1415abc8caf,1
svch0st.24134.exe -w,1
ca09ad146e2122c0bef4acc4d4bddb20.sample.dll,1
006900ce08031925c6871857a3454f83,1
182dfb24f2b5af8e9f827fe2309ce395,1
"9523806307cae0e81d8d20c486bc115c.exe.dll,DllMain",1
3330ea4b522d8abecadbd86de3098a18,1
"c58a053ccc084c0b01945b21c7aa520c.exe.dll,DllMain",1
6968fc65dbc36f3aa626041ea3ce1e8c,1
2acc9b63003754b9d79b6e5e936701d0,1
90d5f054899ddb88715e4ca7fd43e4e2,1
237fdc68086fc3cb8c9569b683e0eaf8,1
"728829ab0ee2ed316d7b80e887f1d45b.exe.dll,DllMain",1
"7a78f836aa6bb7d931f1a77f2b66924d.exe.dll,DllMain",1
%Namee%,1
6c3cd9f8ee9de3bb8d5915fceaf9acfe,1
63a86bcaa2dff2791bcc891d086b81a1,1
JUNE STUB,1
"f65df59c488aa5e81684abe263032e2d.exe.dll,DllMain",1
3eb4614a53d75bdc45224caeeecb864f.exe.dll,1
0bb98928e3e0d35e07ffb5b85bbcc27e,1
4f331c66aee77def60bbd80504318888,1
9b8056e8b79aec46e7f072f9abce95b9,1
c wmic shadowcopy delete,1
1a0b3421c8f205a5fa91299e403e6167,1
9cca4dc80d2d880ee0bf673a3c273840,1
6afedb53d041ab5ba755063885a36468,1
737b0b5e501a477d40f1b7510440b025,1
6d286c0ed1bbcb66180b30f83dff3597,1
0cb2b40532f63e32a2d9d68277a1cc64,1
8e2833e9b03300a6d93b88378069a3ca,1
4a89af0be63ce1f88557a5f5cdd5e46f.exe.dll,1
4f303fa614bab8865fae908f320a16d2,1
668c8e20e0de33a34cbf326f61ddb850,1
4e6b846d694f8f246c5855a025d787ad,1
1fb111c4d5ae46c79f8ab8f82e8b7ace,1
"41869fb168d6ca6b7dd31b38e49cc466.exe.dll,DllMain",1
9bc0b9e7900987977176e0a48041c955,1
"8e4f1d6fdf7344420928dfcf49c57617.exe.dll,DllMain",1
2d8539554cd7b8a06ba319491653e665,1
151c3d8ef64f4a97e4efb7b8f3e4a3d9,1
166f470c214e7b837da0abcb871434df,1
5efb67d76587401e88829675f4334e24,1
05dd2a3e,1
"ee4bb9a2833106496b3a6c977fe1f9cc.exe.dll,DllMain",1
4aadc71e0fc2ac0c7216417a6c940574,1
9642c37132249281119e2a4490a3f6fb,1
0bb2012c61c8dd56d8757cf973d96111,1
768c2381ce44f73abdded55d52abf27d,1
886564d0ed7cdb6b27a8aae6d8f5f589,1
31d122514976788dbc07b9664b60c891,1
2dfea7d77985ebb42016bb0ed8d282c3,1
4330287d880f07a0ea6f20a0b8df281b,1
0d94f38ec5f6016b2840f39c3ec4a2e3,1
56f482457f2ec53114e39494c572b0ad.exe.dll,1
8b6061cb4cd07fd950c95b85cad140c1,1
4379bc05126507541c05a641a932d2f7,1
0bc3a3665fc5453c10f69f20b75148da,1
86ea0b3ac1a6a139aa9fc5d576ed2deb,1
413467521c94ea4866a5e0664e5fccb6,1
1815591611a807f48dc3f33f11566643,1
25bef49912e74b4fa03de4421c8aa47c,1
668f51635855da85e636b6b8e784b371,1
4e784748062a58bcd4362f95bf931873,1
68dcee5d0ea0cb02a14c5fb89c1fcfbd,1
778f55e47496f04914f8c23ab449725a,1
powershell.exe Test-Connection -ComputerName youtube.com,1
powershell.exe Test-Connection -ComputerName google.com,1
powershell.exe Test-Connection -ComputerName facebook.com,1
9cb1oeeRN0jlNy2YU5ntweHyaHYTg,1
49b574098f72fed9ef01ebe84c722b20,1
86b7aebb50a504a52f185ba43ab49a56,1
6f036935ee1cbee68a6202da42a508ae,1
6e61ab7bc6e3e9e42fdc26450d92737e.exe 6e61ab7bc6e3e9e42fdc26450d92737e.exe ENABLE,1
1bb8d542fbbc7c5942d2a68f52f1a369,1
2b9865de665d5c377e087a99d58253bc,1
44b22be59ea809049cd93198daf1ac59,1
10e1a34deb0124437ce5d39705ae4aa2,1
84dd905db525802547f38f3306a1d468,1
9ad70eaa9299393e880860cbe573df00,1
"91abee968a1db1fe6502a91122c5ab36.exe.dll,DllMain",1
0ba210bdd3292ba284234b77c158d64f,1
856c1eb841162a516649293348d6bd0d,1
0b75c20c7f53f35e2d4b361930342c76,1
15b1e6b9c914993c5584500abfa1908c,1
33a8c459adb3eda7aa796f90c70e1c73,1
31e509f3b81360b2b648f04d0f3ceeb8,1
4a6bc513a98476e0da24d0f70796f5f4,1
1ac1ab8c5445aba677c61f12c6284915,1
2275854defdfd42ccac1e0e8d2865159.exe 2275854defdfd42ccac1e0e8d2865159.exe ENABLE,1
IM mysqld,1
IM sqlserver,1
IM sqlwriter,1
IM MSExchange,1
IM explorer,1
IM Microsoft,1
1884f235c70f2e0d04b3f8218152f6a3-03-,1
89a16ffc67b6320102ea1cd8397e352b,1
08cf4cabf4de2c302530cc1bbc13b5f6,1
0c7e63da62f20a3c6a6f6691a638deae,1
283c4efd471c72fe53b4f9a034ad5e0d.exe.dll,1
4a02fe7af75c726dd29e1bbf1d64670e,1
64570534b33326970d122379049fec3d,1
9bb04ac7bd8894b4c7863aa0fedabe86,1
098ea3ebf3a45ff411c46eca3f3d8ee1,1
88ae80d8d7e10223d6c2c188fd063831,1
tmp384F.tmp.exe,1
tmp1802.tmp.exe,1
7f5a83aa0cbaef87cbd9e574382907ef,1
81576e88c19398d470a46f29aea188bb,1
0d8560644f97e5d8491894b690794c00,1
51bf6534d36f35b44ad39e6659783dd2,1
71df05bb3a896232a8bde0c0f1dd6d9a,1
63c4beb9d7baf51970e77c6d9b9a4572,1
Common 10 localhost,1
069d795cf5068efe936757c4365c90f2,1
9afa7580b6569260a518ce852e8ca14e,1
4bbe9798431ff154b07e8c5d1655ea91,1
OH YEAH,1
OH YEAH.exe OH YEAH.exe ENABLE,1
98e402ee974641cbd80001343cdc6f58,1
im mysqld,1
sc config MSSQLSERVER start= disabled,1
im sqlservr,1
sc stop MSSQLSERVER,1
sc  stop MSSQLSERVER,1
MaxSize=320MB,1
sc  config MSSQLSERVER start= disabled,1
86b4a983e2b167f546a0019fbc3d6915,1
0abc88e65a8ae77cb96900dab21b5e61,1
962f0ff939e9606353fb3d9ece4e1395,1
565dd3fd1fd347d320add973326d8391,1
26ea726f3cacfd0cb10c67195db50941,1
7a35e58a63543459548cdbc8f40ee73c,1
7bd7aa352bf6da7b2cbb4e7a9ffec032.exe.dll,1
3abba336f48b790fe6afe2304d945005,1
2135f5e792b46f6864c462dff5d15f97,1
7863fbd1af004ead59bc9b78debfd8a9,1
43487cad03cca90a855029ccd4fedf46,1
529e406d71e243afbec7e16b70d30721,1
0SwKDgRs7oDHHnilfhO3Igg,1
0e037cdf45be8b294ae287699b80f904,1
56e0f8263be7c720fc5892bdb460f73a,1
58ce58d12e9c6b709702dbc734bba720,1
5491576e776339491829d603ea600c6a,1
1c2f6a0fe6d73f529b86ed6623abe1aa,1
926c7878b0e1dba1148e595ca6d5177d,1
2e6d63077cea10ff63cab699fd206fea,1
5c749c843db8d7edf53f62cd482fe8a8,1
3135d108a6ba6819c1fc9946ab01b7b1,1
2ed21fd2721679cc65785677f83e869e,1
pid 2092,1
4cb9a57c182202a95f4290f08bb54f02,1
8e7294ea2f178719a5eb17bdce46d5e9,1
45aa2e1602f3695662b07b8f57aed566,1
4ef4ebf8c6f9c24536590e6561e26b70,1
7c56b251b1d1334abada2c10b8c488ca,1
50cd4c91325af831b087ceec38f23b90,1
6d07c92a662cbb9c93b44b13e9dee619,1
2a5c544408ebb893c9d3bb1cfd4351c6,1
9b46c5ef14895db15b4797c7f4e3bd68,1
2c49f05014f900c85b4a43b39b270001,1
6d3ab9805d3910ae7835ed2828aa436e,1
2591f5bd1786371b8281b73c9979ff29,1
344ad0251e1a3af655d3b1b9e95c3bab,1
Microsoft Office Proof (German) 2007,1
"3549ed67c50453b4d9dc90c5046bc60d.exe.dll,DllMain",1
30993e08348cf4edfa48363c99fe339d,1
0VySiddKAXOECI1ul,1
